PLACA;DEPARTAMENTO;CIUDAD;SERVICIO
KEQ787;ANTIOQUIA;MEDELLIN;PARTICULAR
KEQ788;ANTIOQUIA;MEDELLIN;PARTICULAR
LEQ783;AMAZONAS;LETICIA;PARTICULAR
VEQ781;CALDAS;VILLAMARIA;PUBLICO
WEQ783;CALDAS;RIOSUCIO;PUBLICO
YEQ783;CORDOBA;CERETE;PUBLICO
LFQ780;ANTIOQUIA;RIONEGRO;PARTICULAR
LFQ783;ANTIOQUIA;RIONEGRO;PARTICULAR
WFQ787;CALDAS;AGUADAS;PUBLICO
NGQ780;VALLE;BUGA;PARTICULAR
LHQ787;ANTIOQUIA;MEDELLIN;PARTICULAR
RHQ786;ANTIOQUIA;RIONEGRO;PARTICULAR
WHQ782;RISARALDA;ST ROSA DCA;PUBLICO
EIQ780;SANTANDER;BARRANCABERM;PARTICULAR
EIQ781;SANTANDER;BARRANCABERM;PARTICULAR
EIQ785;SANTANDER;BARRANCABERM;PARTICULAR
HKQ780;RISARALDA;PEREIRA;PARTICULAR
JLQ782;TOLIMA;GUAYABAL;PARTICULAR
LLQ784;ANTIOQUIA;ITAGUI;PARTICULAR
HMQ787;CALDAS;CHINCHINA;PARTICULAR
LMQ789;ANTIOQUIA;BELLO;PARTICULAR
HNQ786;CUNDINAMARCA;CHOCONTA;PARTICULAR
RNQ782;VALLE;ROLDANILLO;PARTICULAR
IPQ783;SANTANDER;BARBOSA;PARTICULAR
LPQ780;SANTANDER;BARBOSA;PARTICULAR
LPQ781;SANTANDER;BARBOSA;PARTICULAR
LPQ782;SANTANDER;BARBOSA;PARTICULAR
LPQ783;SANTANDER;BARBOSA;PARTICULAR
LPQ784;SANTANDER;BARBOSA;PARTICULAR
LPQ785;SANTANDER;BARBOSA;PARTICULAR
LPQ786;SANTANDER;BARBOSA;PARTICULAR
LPQ787;SANTANDER;BARBOSA;PARTICULAR
LPQ788;SANTANDER;BARBOSA;PARTICULAR
LPQ789;SANTANDER;BARBOSA;PARTICULAR
HSQ786;RISARALDA;LA VIRGINIA;PARTICULAR
SSQ783;CUNDINAMARCA;FUSAGASUGA;PUBLICO
SSQ787;CUNDINAMARCA;FUSAGASUGA;PUBLICO
MTQ788;CALDAS;MANIZALES;PARTICULAR
IWQ785;NORTESANTAN;PAMPLONA;PARTICULAR
KWQ782;ANTIOQUIA;BELLO;PARTICULAR
MWQ785;CALDAS;MANIZALES;PARTICULAR
BZQ784;VALLE;CALI;PARTICULAR
HZQ786;SANTANDER;BUCARAMANGA;PARTICULAR
TZQ789;BOLIVAR;CARTAGENA;PUBLICO
MBR786;VALLE;CALI;PARTICULAR
RBR781;ATLANTICO;BARRANQUILLA;PARTICULAR
UCR782;BOLIVAR;MAGANGUE;PUBLICO
KER780;ANTIOQUIA;MEDELLIN;PARTICULAR
KER784;ANTIOQUIA;MEDELLIN;PARTICULAR
KER785;ANTIOQUIA;MEDELLIN;PARTICULAR
KER786;ANTIOQUIA;MEDELLIN;PARTICULAR
KER787;ANTIOQUIA;MEDELLIN;PARTICULAR
KER789;ANTIOQUIA;MEDELLIN;PARTICULAR
RER786;VALLE;CALI;PARTICULAR
IFR784;ANTIOQUIA;TURBO;PARTICULAR
FGR783;CAQUETA;FLORENCIA;PARTICULAR
NHR783;VALLE;BUGA;PARTICULAR
SIR783;MAGDALENA;CIENAGA;PUBLICO
RLR789;VALLE;ROLDANILLO;PARTICULAR
WLR787;RISARALDA;LA VIRGINIA;PUBLICO
DNR781;CALDAS;LA DORADA;PARTICULAR
DNR788;CALDAS;LA DORADA;PARTICULAR
FNR784;TOLIMA;FRESNO;PARTICULAR
FPR784;TOLIMA;FRESNO;PARTICULAR
FPR785;TOLIMA;FRESNO;PARTICULAR
SPR783;CUNDINAMARCA;CHIA;PUBLICO
UPR780;CORDOBA;MONTERIA;PUBLICO
MTR780;CALDAS;MANIZALES;PARTICULAR
MTR785;CALDAS;MANIZALES;PARTICULAR
OTR787;MAGDALENA;PLATO;OFICIAL
UUR784;NORTESANTAN;CONVENCION;PUBLICO
FVR783;CUNDINAMARCA;FACATATIVA;PARTICULAR
IVR787;NORTESANTAN;OCANA;PARTICULAR
KXR785;ANTIOQUIA;BELLO;PARTICULAR
SXR787;CAUCA;POPAYAN;PUBLICO
DZR784;VALLE;BUENAVENTURA;PARTICULAR
UZR784;VALLE;CALI;PUBLICO
KAS783;ANTIOQUIA;MEDELLIN;PARTICULAR
RAS789;ATLANTICO;BARRANQUILLA;PARTICULAR
DBS785;CALDAS;LA DORADA;PARTICULAR
NBS786;VALLE;CALI;PARTICULAR
DCS787;CALDAS;LA DORADA;PARTICULAR
DCS788;CALDAS;LA DORADA;PARTICULAR
WCS785;CALDAS;LA DORADA;PUBLICO
CDS781;VALLE;CALI;PARTICULAR
DDS781;CALDAS;LA DORADA;PARTICULAR
HDS782;CALDAS;CHINCHINA;PARTICULAR
JDS781;BOYACA;GUATEQUE;PARTICULAR
TDS789;HUILA;BARAYA;PUBLICO
WDS787;CALDAS;ANSERMA;PUBLICO
KES780;ANTIOQUIA;MEDELLIN;PARTICULAR
KES781;ANTIOQUIA;MEDELLIN;PARTICULAR
KES783;ANTIOQUIA;MEDELLIN;PARTICULAR
KES787;ANTIOQUIA;MEDELLIN;PARTICULAR
RGS785;LA GUAJIRA;RIOHACHA;PARTICULAR
MHS786;ANTIOQUIA;MEDELLIN;PARTICULAR
RHS788;ANTIOQUIA;RIONEGRO;PARTICULAR
WHS788;RISARALDA;ST ROSA DCA;PUBLICO
EIS785;SANTANDER;BARRANCABERM;PARTICULAR
JJS787;TOLIMA;IBAGUE;PARTICULAR
JJS788;TOLIMA;IBAGUE;PARTICULAR
JJS789;TOLIMA;IBAGUE;PARTICULAR
RJS784;VALLE;ROLDANILLO;PARTICULAR
WLS783;RISARALDA;LA VIRGINIA;PUBLICO
WLS784;RISARALDA;LA VIRGINIA;PUBLICO
WLS786;RISARALDA;LA VIRGINIA;PUBLICO
EMS782;TOLIMA;ESPINAL;PARTICULAR
LNS781;CORDOBA;LORICA;PARTICULAR
MOS782;CUNDINAMARCA;MOSQUERA;PARTICULAR
GTS782;CAUCA;POPAYAN;PARTICULAR
HTS789;QUINDIO;ARMENIA;PARTICULAR
PTS782;HUILA;PITALITO;PARTICULAR
UTS782;META;VILLAVICENCI;PUBLICO
JVS787;HUILA;NEIVA;PARTICULAR
HWS781;QUINDIO;CALARCA;PARTICULAR
MWS785;CALDAS;MANIZALES;PARTICULAR
CZS785;MAGDALENA;CIENAGA;PARTICULAR
RAT782;ATLANTICO;BARRANQUILLA;PARTICULAR
GBT781;CUNDINAMARCA;FACATATIVA;PARTICULAR
CCT787;VALLE;CALI;PARTICULAR
MCT784;VALLE;CALI;PARTICULAR
KDT781;ANTIOQUIA;MEDELLIN;PARTICULAR
NDT786;VALLE;CALI;PARTICULAR
KET782;ANTIOQUIA;MEDELLIN;PARTICULAR
KET783;ANTIOQUIA;MEDELLIN;PARTICULAR
KET784;ANTIOQUIA;MEDELLIN;PARTICULAR
HFT784;CALDAS;LA DORADA;PARTICULAR
FGT786;CAQUETA;FLORENCIA;PARTICULAR
KIT780;VALLE;GUACARI;PARTICULAR
KIT786;VALLE;GUACARI;PARTICULAR
KIT788;VALLE;GUACARI;PARTICULAR
LJT783;ANTIOQUIA;ITAGUI;PARTICULAR
KKT786;VALLE;GUACARI;PARTICULAR
MKT780;ANTIOQUIA;MEDELLIN;PARTICULAR
GLT789;CUNDINAMARCA;GIRARDOT;PARTICULAR
FNT786;TOLIMA;FRESNO;PARTICULAR
RNT789;VALLE;ROLDANILLO;PARTICULAR
WNT788;QUINDIO;CALARCA;PUBLICO
DOT786;RISARALDA;DOS QUEBRADA;PARTICULAR
LOT788;SANTANDER;BARBOSA;PARTICULAR
DQT782;BOYACA;DUITAMA;PARTICULAR
GQT789;CUNDINAMARCA;GIRARDOT;PARTICULAR
URT783;META;VILLAVICENCI;PUBLICO
ETT789;ATLANTICO;GALAPA;PARTICULAR
KTT786;VALLE;GUACARI;PARTICULAR
UUT785;NORTESANTAN;CONVENCION;PUBLICO
CXT786;MAGDALENA;CIENAGA;PARTICULAR
IXT789;CESAR;VALLEDUPAR;PARTICULAR
JXT785;HUILA;GARZON;PARTICULAR
SXT780;CAUCA;POPAYAN;PUBLICO
TAU786;ANTIOQUIA;MEDELLIN;PUBLICO
EBU782;VALLE;BUENAVENTURA;PARTICULAR
EBU786;VALLE;BUENAVENTURA;PARTICULAR
MBU783;VALLE;CALI;PARTICULAR
MCU784;VALLE;CALI;PARTICULAR
IDU787;ANTIOQUIA;TURBO;PARTICULAR
JDU788;BOYACA;GUATEQUE;PARTICULAR
RDU789;ATLANTICO;BARRANQUILLA;PARTICULAR
KEU780;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU783;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU786;ANTIOQUIA;MEDELLIN;PARTICULAR
LFU783;ANTIOQUIA;RIONEGRO;PARTICULAR
JGU784;BOYACA;PUERTO BOYAC;PARTICULAR
UGU781;CORDOBA;MONTERIA;PUBLICO
GHU780;SANTANDER;GIRON;PARTICULAR
GHU783;SANTANDER;GIRON;PARTICULAR
GHU784;SANTANDER;GIRON;PARTICULAR
GHU785;SANTANDER;GIRON;PARTICULAR
GHU786;SANTANDER;GIRON;PARTICULAR
GHU787;SANTANDER;GIRON;PARTICULAR
HIU786;CALDAS;AGUADAS;PARTICULAR
KIU785;VALLE;GUACARI;PARTICULAR
KIU786;VALLE;GUACARI;PARTICULAR
KIU787;VALLE;GUACARI;PARTICULAR
KIU788;VALLE;GUACARI;PARTICULAR
LJU787;ANTIOQUIA;ITAGUI;PARTICULAR
IKU787;NARINO;IPIALES;PARTICULAR
RKU788;VALLE;ROLDANILLO;PARTICULAR
ELU786;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
EMU784;TOLIMA;ESPINAL;PARTICULAR
GMU780;BOLIVAR;CARTAGENA;PARTICULAR
LMU780;ANTIOQUIA;BELLO;PARTICULAR
LMU785;ANTIOQUIA;BELLO;PARTICULAR
RMU789;VALLE;ROLDANILLO;PARTICULAR
RNU785;VALLE;ROLDANILLO;PARTICULAR
JOU785;TOLIMA;ESPINAL;PARTICULAR
KOU783;VALLE;GUACARI;PARTICULAR
WOU781;QUINDIO;CALARCA;PUBLICO
HPU784;TOLIMA;CHAPARRAL;PARTICULAR
HPU788;TOLIMA;CHAPARRAL;PARTICULAR
IPU789;SANTANDER;BARBOSA;PARTICULAR
DRU788;BOYACA;DUITAMA;PARTICULAR
HRU784;RISARALDA;ST ROSA DCA;PARTICULAR
BTU781;SANTANDER;BUCARAMANGA;PARTICULAR
HTU783;QUINDIO;ARMENIA;PARTICULAR
HTU786;QUINDIO;ARMENIA;PARTICULAR
RTU784;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
CVU780;MAGDALENA;CIENAGA;PARTICULAR
JVU787;HUILA;NEIVA;PARTICULAR
GWU784;CAUCA;POPAYAN;PARTICULAR
CYU782;MAGDALENA;CIENAGA;PARTICULAR
CYU787;MAGDALENA;CIENAGA;PARTICULAR
FZU780;CUNDINAMARCA;FACATATIVA;PARTICULAR
HZU786;SANTANDER;BUCARAMANGA;PARTICULAR
RZU787;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
DAV780;VALLE;CANDELARIA;PARTICULAR
DAV783;VALLE;CANDELARIA;PARTICULAR
DAV785;VALLE;CANDELARIA;PARTICULAR
HAV788;CALDAS;MANIZALES;PARTICULAR
TAV788;ANTIOQUIA;MEDELLIN;PUBLICO
JBV780;BOYACA;GUATEQUE;PARTICULAR
UCV784;BOLIVAR;MAGANGUE;PUBLICO
UCV785;BOLIVAR;MAGANGUE;PUBLICO
NDV785;VALLE;CALI;PARTICULAR
JEV789;BOYACA;GUATEQUE;PARTICULAR
KEV780;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV782;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV784;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV785;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV787;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV788;ANTIOQUIA;MEDELLIN;PARTICULAR
UEV783;BOLIVAR;MOMPOX;PUBLICO
WEV787;CALDAS;RIOSUCIO;PUBLICO
XEV785;BOYACA;GUATEQUE;PUBLICO
LFV785;ANTIOQUIA;RIONEGRO;PARTICULAR
LFV787;ANTIOQUIA;RIONEGRO;PARTICULAR
LFV789;ANTIOQUIA;RIONEGRO;PARTICULAR
IHV789;NARINO;TUQUERRES;PARTICULAR
RHV784;ANTIOQUIA;RIONEGRO;PARTICULAR
RHV787;ANTIOQUIA;RIONEGRO;PARTICULAR
KJV787;VALLE;GUACARI;PARTICULAR
MJV782;ANTIOQUIA;MEDELLIN;PARTICULAR
JKV780;TOLIMA;IBAGUE;PARTICULAR
GLV788;CUNDINAMARCA;GIRARDOT;PARTICULAR
JNV789;TOLIMA;GUAYABAL;PARTICULAR
KNV780;VALLE;GUACARI;PARTICULAR
KNV781;VALLE;GUACARI;PARTICULAR
KNV785;VALLE;GUACARI;PARTICULAR
KNV787;VALLE;GUACARI;PARTICULAR
KNV788;VALLE;GUACARI;PARTICULAR
RNV788;VALLE;ROLDANILLO;PARTICULAR
LOV782;SANTANDER;BARBOSA;PARTICULAR
BRV780;SANTANDER;BUCARAMANGA;PARTICULAR
URV784;META;VILLAVICENCI;PUBLICO
BSV782;SANTANDER;BUCARAMANGA;PARTICULAR
HTV780;QUINDIO;ARMENIA;PARTICULAR
KTV780;VALLE;GUACARI;PARTICULAR
GUV783;CAUCA;POPAYAN;PARTICULAR
IVV783;NORTESANTAN;OCANA;PARTICULAR
FZV788;CUNDINAMARCA;FACATATIVA;PARTICULAR
RZV784;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
DAW781;VALLE;CANDELARIA;PARTICULAR
DAW782;VALLE;CANDELARIA;PARTICULAR
DAW785;VALLE;CANDELARIA;PARTICULAR
DAW787;VALLE;CANDELARIA;PARTICULAR
DAW789;VALLE;CANDELARIA;PARTICULAR
RAW785;ATLANTICO;BARRANQUILLA;PARTICULAR
GBW787;CUNDINAMARCA;FACATATIVA;PARTICULAR
RBW784;ATLANTICO;BARRANQUILLA;PARTICULAR
RBW789;ATLANTICO;BARRANQUILLA;PARTICULAR
NCW782;CAUCA;PUERTO TEJAD;PARTICULAR
UCW781;BOLIVAR;MAGANGUE;PUBLICO
JDW781;BOYACA;GUATEQUE;PARTICULAR
JDW786;BOYACA;GUATEQUE;PARTICULAR
RDW786;ATLANTICO;BARRANQUILLA;PARTICULAR
KEW783;ANTIOQUIA;MEDELLIN;PARTICULAR
KEW786;ANTIOQUIA;MEDELLIN;PARTICULAR
DHW782;CALDAS;LA DORADA;PARTICULAR
HHW785;CALDAS;SALAMINA;PARTICULAR
EJW786;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
LLW785;ANTIOQUIA;ITAGUI;PARTICULAR
KMW786;VALLE;GUACARI;PARTICULAR
GPW782;META;VILLAVICENCI;PARTICULAR
JUW785;HUILA;NEIVA;PARTICULAR
LVW785;ANTIOQUIA;ENVIGADO;PARTICULAR
JWW783;HUILA;GARZON;PARTICULAR
KXW785;ANTIOQUIA;BELLO;PARTICULAR
KXW787;ANTIOQUIA;BELLO;PARTICULAR
SXW789;CAUCA;POPAYAN;PUBLICO
CYW783;MAGDALENA;CIENAGA;PARTICULAR
KYW783;ANTIOQUIA;BELLO;PARTICULAR
MYW783;CALDAS;MANIZALES;PARTICULAR
MYW785;CALDAS;MANIZALES;PARTICULAR
MYW786;CALDAS;MANIZALES;PARTICULAR
MYW787;CALDAS;MANIZALES;PARTICULAR
LZW780;VALLE;CALI;PARTICULAR
LZW781;VALLE;CALI;PARTICULAR
RZW784;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
DAX781;VALLE;CANDELARIA;PARTICULAR
DAX788;VALLE;CANDELARIA;PARTICULAR
IBX787;SANTANDER;BUCARAMANGA;PARTICULAR
RBX784;ATLANTICO;BARRANQUILLA;PARTICULAR
HCX783;CALDAS;CHINCHINA;PARTICULAR
LCX789;ANTIOQUIA;MEDELLIN;PARTICULAR
MCX789;VALLE;CALI;PARTICULAR
WCX789;CALDAS;LA DORADA;PUBLICO
TDX780;HUILA;BARAYA;PUBLICO
DEX786;CALDAS;LA DORADA;PARTICULAR
HEX786;CALDAS;CHINCHINA;PARTICULAR
IEX786;ANTIOQUIA;TURBO;PARTICULAR
JEX780;BOYACA;GUATEQUE;PARTICULAR
VEX786;CALDAS;VILLAMARIA;PUBLICO
WEX786;CALDAS;RIOSUCIO;PUBLICO
LFX786;ANTIOQUIA;RIONEGRO;PARTICULAR
TGX784;BOYACA;SOATA;PUBLICO
TGX788;BOYACA;SOATA;PUBLICO
JLX780;TOLIMA;GUAYABAL;PARTICULAR
SMX781;CUNDINAMARCA;MOSQUERA;PUBLICO
SMX782;CUNDINAMARCA;MOSQUERA;PUBLICO
FNX782;TOLIMA;FRESNO;PARTICULAR
FNX784;TOLIMA;FRESNO;PARTICULAR
KNX781;VALLE;GUACARI;PARTICULAR
RNX785;VALLE;ROLDANILLO;PARTICULAR
LOX780;SANTANDER;BARBOSA;PARTICULAR
LPX783;SANTANDER;BARBOSA;PARTICULAR
LQX780;SANTANDER;BARBOSA;PARTICULAR
BSX781;SANTANDER;BUCARAMANGA;PARTICULAR
HTX789;QUINDIO;ARMENIA;PARTICULAR
JTX789;TOLIMA;FRESNO;PARTICULAR
LTX784;VALLE;TULUA;PARTICULAR
GVX784;CAUCA;POPAYAN;PARTICULAR
JWX786;HUILA;GARZON;PARTICULAR
KWX788;ANTIOQUIA;BELLO;PARTICULAR
CXX787;MAGDALENA;CIENAGA;PARTICULAR
OXX789;CAUCA;POPAYAN;OFICIAL
DZX784;VALLE;BUENAVENTURA;PARTICULAR
KZX785;ANTIOQUIA;BELLO;PARTICULAR
DAY780;VALLE;CANDELARIA;PARTICULAR
JBY784;BOYACA;GUATEQUE;PARTICULAR
JBY786;BOYACA;GUATEQUE;PARTICULAR
KBY789;ANTIOQUIA;MEDELLIN;PARTICULAR
NCY783;CAUCA;PUERTO TEJAD;PARTICULAR
UCY782;BOLIVAR;MAGANGUE;PUBLICO
EDY784;VALLE;LA UNION;PARTICULAR
RDY787;ATLANTICO;BARRANQUILLA;PARTICULAR
WDY785;CALDAS;ANSERMA;PUBLICO
RGY789;LA GUAJIRA;RIOHACHA;PARTICULAR
IIY784;NARINO;TUQUERRES;PARTICULAR
IJY785;NARINO;TUQUERRES;PARTICULAR
OJY782;ANTIOQUIA;BELLO;OFICIAL
RJY782;VALLE;ROLDANILLO;PARTICULAR
TJY785;ANTIOQUIA;ITAGUI;PUBLICO
HKY787;RISARALDA;PEREIRA;PARTICULAR
JMY783;TOLIMA;GUAYABAL;PARTICULAR
WMY785;QUINDIO;ARMENIA;PUBLICO
KOY783;VALLE;GUACARI;PARTICULAR
GPY780;META;VILLAVICENCI;PARTICULAR
LQY784;SANTANDER;BARBOSA;PARTICULAR
HSY787;RISARALDA;LA VIRGINIA;PARTICULAR
PSY781;CORDOBA;MONTERIA;PARTICULAR
SSY781;CUNDINAMARCA;FUSAGASUGA;PUBLICO
JTY782;TOLIMA;FRESNO;PARTICULAR
KTY782;VALLE;GUACARI;PARTICULAR
TTY789;BOLIVAR;TURBACO;PUBLICO
LUY782;META;VILLAVICENCI;PARTICULAR
CVY788;MAGDALENA;CIENAGA;PARTICULAR
HWY783;QUINDIO;CALARCA;PARTICULAR
CXY781;MAGDALENA;CIENAGA;PARTICULAR
CZY788;MAGDALENA;CIENAGA;PARTICULAR
HBZ784;CALDAS;MANIZALES;PARTICULAR
RBZ780;ATLANTICO;BARRANQUILLA;PARTICULAR
TBZ784;ANTIOQUIA;MEDELLIN;PUBLICO
JCZ789;BOYACA;GUATEQUE;PARTICULAR
UCZ783;BOLIVAR;MAGANGUE;PUBLICO
CDZ785;VALLE;CALI;PARTICULAR
EDZ787;VALLE;LA UNION;PARTICULAR
JEZ782;BOYACA;GUATEQUE;PARTICULAR
DGZ787;CALDAS;LA DORADA;PARTICULAR
FIZ785;CAQUETA;FLORENCIA;PARTICULAR
HIZ782;CALDAS;AGUADAS;PARTICULAR
RJZ784;VALLE;ROLDANILLO;PARTICULAR
GKZ781;CUNDINAMARCA;FUSAGASUGA;PARTICULAR
KKZ780;VALLE;GUACARI;PARTICULAR
ELZ785;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
RLZ781;VALLE;ROLDANILLO;PARTICULAR
LMZ783;ANTIOQUIA;BELLO;PARTICULAR
LMZ785;ANTIOQUIA;BELLO;PARTICULAR
LNZ780;CORDOBA;LORICA;PARTICULAR
WNZ783;QUINDIO;CALARCA;PUBLICO
DOZ787;RISARALDA;DOS QUEBRADA;PARTICULAR
GPZ781;META;VILLAVICENCI;PARTICULAR
CQZ781;CUNDINAMARCA;LA CALERA;PARTICULAR
KQZ788;VALLE;GUACARI;PARTICULAR
LQZ786;SANTANDER;BARBOSA;PARTICULAR
BRZ782;SANTANDER;BUCARAMANGA;PARTICULAR
BRZ788;SANTANDER;BUCARAMANGA;PARTICULAR
BTZ784;SANTANDER;BUCARAMANGA;PARTICULAR
STZ788;CUNDINAMARCA;FUSAGASUGA;PUBLICO
CUZ780;MAGDALENA;CIENAGA;PARTICULAR
CUZ781;MAGDALENA;CIENAGA;PARTICULAR
CUZ787;MAGDALENA;CIENAGA;PARTICULAR
CUZ788;MAGDALENA;CIENAGA;PARTICULAR
JUZ783;HUILA;NEIVA;PARTICULAR
CWZ781;MAGDALENA;CIENAGA;PARTICULAR
CWZ786;MAGDALENA;CIENAGA;PARTICULAR
HWZ785;QUINDIO;CALARCA;PARTICULAR
CXZ785;MAGDALENA;CIENAGA;PARTICULAR
CZZ784;MAGDALENA;CIENAGA;PARTICULAR
DZZ784;VALLE;BUENAVENTURA;PARTICULAR
GZZ784;CALDAS;MANIZALES;PARTICULAR
DAA889;MAGDALENA;CIENAGA;PARTICULAR
DDA887;CALDAS;LA DORADA;PARTICULAR
XJA887;BOYACA;PUERTO BOYAC;PUBLICO
BSA889;SANTANDER;BUCARAMANGA;PARTICULAR
BWA880;ANTIOQUIA;SABANETA;PARTICULAR
BYA880;VALLE;CALI;PARTICULAR
VFB884;CALDAS;VILLAMARIA;PUBLICO
WFB888;CALDAS;SALAMINA;PUBLICO
KJB881;VALLE;GUACARI;PARTICULAR
KJB882;VALLE;GUACARI;PARTICULAR
KJB888;VALLE;GUACARI;PARTICULAR
BSB882;SANTANDER;BUCARAMANGA;PARTICULAR
BTB881;SANTANDER;BUCARAMANGA;PARTICULAR
JFC887;BOYACA;GUATEQUE;PARTICULAR
KGC888;ANTIOQUIA;MEDELLIN;PARTICULAR
COC886;NORTESANTAN;CONVENCION;PARTICULAR
VFD882;CALDAS;VILLAMARIA;PUBLICO
VFD889;CALDAS;VILLAMARIA;PUBLICO
XGD884;BOYACA;SOGAMOSO;PUBLICO
XGD889;BOYACA;SOGAMOSO;PUBLICO
NID883;VALLE;BUGA;PARTICULAR
IJD884;NARINO;TUQUERRES;PARTICULAR
IXD883;VALLE;CAICEDONIA;PARTICULAR
BZD884;VALLE;CALI;PARTICULAR
CZD884;MAGDALENA;CIENAGA;PARTICULAR
QHE882;CUNDINAMARCA;CHIA;PARTICULAR
KIE880;VALLE;GUACARI;PARTICULAR
FME882;TOLIMA;FRESNO;PARTICULAR
BSE889;SANTANDER;BUCARAMANGA;PARTICULAR
BTE883;SANTANDER;BUCARAMANGA;PARTICULAR
CVE886;MAGDALENA;CIENAGA;PARTICULAR
BWE886;ANTIOQUIA;SABANETA;PARTICULAR
CZE882;MAGDALENA;CIENAGA;PARTICULAR
DCF882;CALDAS;LA DORADA;PARTICULAR
DDF883;CALDAS;LA DORADA;PARTICULAR
KGF885;ANTIOQUIA;MEDELLIN;PARTICULAR
CWF887;MAGDALENA;CIENAGA;PARTICULAR
CXF881;MAGDALENA;CIENAGA;PARTICULAR
WDG886;CALDAS;LA DORADA;PUBLICO
SLG883;SUCRE;SAMPUES;PUBLICO
BRG886;SANTANDER;BUCARAMANGA;PARTICULAR
BTG885;SANTANDER;BUCARAMANGA;PARTICULAR
DCH888;CALDAS;LA DORADA;PARTICULAR
KGH880;ANTIOQUIA;MEDELLIN;PARTICULAR
KGH881;ANTIOQUIA;MEDELLIN;PARTICULAR
KGH883;ANTIOQUIA;MEDELLIN;PARTICULAR
KGH888;ANTIOQUIA;MEDELLIN;PARTICULAR
KHH889;VALLE;GUACARI;PARTICULAR
CZH886;MAGDALENA;CIENAGA;PARTICULAR
VEI886;CALDAS;VILLAMARIA;PUBLICO
KGI888;ANTIOQUIA;MEDELLIN;PARTICULAR
LJI881;ANTIOQUIA;ITAGUI;PARTICULAR
SOI882;CUNDINAMARCA;SOACHA;PUBLICO
SQI882;CUNDINAMARCA;CHIA;PUBLICO
WQI884;QUINDIO;CALARCA;PUBLICO
BZI883;VALLE;CALI;PARTICULAR
OEJ881;VALLE;EL CERRITO;OFICIAL
CQJ889;CUNDINAMARCA;CAQUEZA;PARTICULAR
BYJ880;VALLE;CALI;PARTICULAR
BZJ887;VALLE;CALI;PARTICULAR
KAK882;ANTIOQUIA;MEDELLIN;PARTICULAR
KAK888;ANTIOQUIA;MEDELLIN;PARTICULAR
HBK887;CALDAS;MANIZALES;PARTICULAR
KBK887;ANTIOQUIA;MEDELLIN;PARTICULAR
FCK889;CUNDINAMARCA;SOACHA;PARTICULAR
RCK880;ATLANTICO;BARRANQUILLA;PARTICULAR
WCK883;CALDAS;LA DORADA;PUBLICO
DDK880;CALDAS;LA DORADA;PARTICULAR
RDK880;ATLANTICO;BARRANQUILLA;PARTICULAR
VEK885;CALDAS;VILLAMARIA;PUBLICO
IFK887;ANTIOQUIA;TURBO;PARTICULAR
SIK880;MAGDALENA;CIENAGA;PUBLICO
IJK888;NARINO;TUQUERRES;PARTICULAR
DLK884;CALDAS;LA DORADA;PARTICULAR
SMK880;CUNDINAMARCA;MOSQUERA;PUBLICO
SMK883;CUNDINAMARCA;MOSQUERA;PUBLICO
SMK885;CUNDINAMARCA;MOSQUERA;PUBLICO
INK888;CASANARE;YOPAL;PARTICULAR
KNK885;VALLE;GUACARI;PARTICULAR
FOK882;TOLIMA;FRESNO;PARTICULAR
GPK881;META;VILLAVICENCI;PARTICULAR
KPK883;VALLE;GUACARI;PARTICULAR
KPK886;VALLE;GUACARI;PARTICULAR
KPK889;VALLE;GUACARI;PARTICULAR
DQK885;BOYACA;DUITAMA;PARTICULAR
CRK881;BOLIVAR;CARMEN DEBO;PARTICULAR
ESK885;ATLANTICO;MALAMBO;PARTICULAR
LUK889;META;VILLAVICENCI;PARTICULAR
UUK880;NORTESANTAN;CONVENCION;PUBLICO
MVK883;CALDAS;MANIZALES;PARTICULAR
MVK889;CALDAS;MANIZALES;PARTICULAR
FYK887;CUNDINAMARCA;FACATATIVA;PARTICULAR
KAL881;ANTIOQUIA;MEDELLIN;PARTICULAR
MBL884;VALLE;CALI;PARTICULAR
MBL885;VALLE;CALI;PARTICULAR
UBL889;BOLIVAR;MAGANGUE;PUBLICO
NCL884;CAUCA;PUERTO TEJAD;PARTICULAR
RCL887;ATLANTICO;BARRANQUILLA;PARTICULAR
WCL886;CALDAS;LA DORADA;PUBLICO
TDL885;NARINO;TUQUERRES;PUBLICO
UDL882;BOLIVAR;MAGANGUE;PUBLICO
VDL885;CALDAS;VILLAMARIA;PUBLICO
NEL889;VALLE;PALMIRA;PARTICULAR
HFL882;CALDAS;LA DORADA;PARTICULAR
IFL882;ANTIOQUIA;TURBO;PARTICULAR
