RANGO_INICIAL;RANGO_FINAL;DEPARTAMENTO;CIUDAD;SERVICIO
PFA000;PFB999;TOLIMA;PURIFICACION;PARTICULAR
PIB000;PIB500;PUTUMAYO;PUERTO ASIS;PARTICULAR
PID000;PID199;BOYACA;SOATA;PARTICULAR
PIJ001;PIJ300;BOYACA;MONIQUIRA;PARTICULAR
PIK000;PIK499;GUAINIA;PUERTO INIRI;PARTICULAR
PIS000;PIZ999;SANTANDER;PIEDECUESTA;PARTICULAR
PJA000;PJA000;BOLIVAR;MAGANGUE;PARTICULAR
PJE000;PJE800;BOLIVAR;MOMPOX;PARTICULAR
PJH000;PJI000;ANTIOQUIA;BOLIVAR;PARTICULAR
PJJ001;PJJ999;BOLIVAR;MAGANGUE;PARTICULAR
PKA000;PKJ999;MAGDALENA;SANTA MARTA;PARTICULAR
PLJ000;PLJ500;MAGDALENA;SANTA MARTA;PARTICULAR
PLK000;PLW999;VALLE;PALMIRA;PARTICULAR
PMA000;PMB999;NORTESANTAN;PAMPLONA;PARTICULAR
PMK000;PML999;HUILA;LA PLATA;PARTICULAR
PNA000;PNZ999;BOYACA;PAIPA;PARTICULAR
PSA000;PSJ999;CORDOBA;MONTERIA;PARTICULAR
PSK000;PSW999;NARINO;PASTO;PARTICULAR
PTA000;PTA300;CORDOBA;MONTERIA;PARTICULAR
PTJ000;PTJ999;CORDOBA;MONTERIA;PARTICULAR
PTK000;PTM999;CAUCA;PUERTO TEJAD;PARTICULAR
PTT000;PTT999;HUILA;PITALITO;PARTICULAR
PTV000;PTZ999;MAGDALENA;PLATO;PARTICULAR
PVA000;PVG300;SUCRE;SINCELEJO;PARTICULAR
PVJ000;PVJ999;SUCRE;SINCELEJO;PARTICULAR
PXA000;PXB100;SUCRE;COROZAL;PARTICULAR
PXG000;PXH500;CUNDINAMARCA;LA CALERA;PARTICULAR
PXJ001;PXJ999;SUCRE;COROZAL;PARTICULAR
PYB000;PYD400;CAQUETA;FLORENCIA;PARTICULAR
PYG000;PYG500;AMAZONAS;LETICIA;PARTICULAR
PYI000;PYI142;GUAINIA;PUERTO INIRI;PARTICULAR
PYJ001;PYJ750;CHOCO;QUIBDO;PARTICULAR
PYK000;PYM999;CAUCA;POPAYAN;PARTICULAR
PZB000;PZC000;PUTUMAYO;MOCOA;PARTICULAR
PZD000;PZF100;SN ANDRESY;SAN ANDRES;PARTICULAR
PZG000;PZG300;VAUPES;S JOSE GUAVI;PARTICULAR
PZH000;PZH400;VICHADA;PUERTO CARRE;PARTICULAR
PZJ001;PZJ600;INT. DE ARAU;ARAUCA;PARTICULAR
QAA000;QAG500;ANTIOQUIA;BELLO;PARTICULAR
QAJ001;QAJ999;ANTIOQUIA;BELLO;PARTICULAR
QAK000;QDV999;ATLANTICO;BARRANQUILLA;PARTICULAR
QEA000;QEL999;CORDOBA;MONTERIA;PARTICULAR
QEM000;QEX999;CAUCA;POPAYAN;PARTICULAR
QEY000;QFJ999;MAGDALENA;SANTA MARTA;PARTICULAR
QFK000;QFT999;BOYACA;TUNJA;PARTICULAR
QFU000;QGD999;META;VILLAVICENCI;PARTICULAR
QGF000;QGZ999;ATLANTICO;BARRANQUILLA;PARTICULAR
QHV000;QHX999;CUNDINAMARCA;CHIA;PARTICULAR
QNA000;QNA999;NORTESANTAN;OCANA;PARTICULAR
QUA000;QUF999;CHOCO;QUIBDO;PARTICULAR
QUI000;QUI999;CHOCO;QUIBDO;PARTICULAR
QUK000;QUO999;CAUCA;S. QUILICHAO;PARTICULAR
QUP000;QUT999;CAUCA;MIRANDA;PARTICULAR
QUU000;QUZ999;CAUCA;PATIA(ELBOR;PARTICULAR
QVO000;QVS999;NORTESANTAN;OCANA;PARTICULAR
QYA000;QYA499;QUINDIO;QUIMBAYA;PARTICULAR
RAA000;RAJ999;ATLANTICO;BARRANQUILLA;PARTICULAR
RBA000;RBJ999;ATLANTICO;BARRANQUILLA;PARTICULAR
RBK000;RBK999;ANTIOQUIA;TURBO;PARTICULAR
RCA000;RCJ999;ATLANTICO;BARRANQUILLA;PARTICULAR
RDA000;RDJ999;ATLANTICO;BARRANQUILLA;PARTICULAR
REA000;REJ999;ATLANTICO;BARRANQUILLA;PARTICULAR
RFA000;RFD499;VALLE;CALI;PARTICULAR
RFD500;RFD501;ATLANTICO;BARRANQUILLA;PARTICULAR
RFJ000;RFJ500;ATLANTICO;BARRANQUILLA;PARTICULAR
RFJ501;RFJ999;VALLE;CALI;PARTICULAR
RFK000;RFT999;CUNDINAMARCA;RICAURTE;PARTICULAR
RGA000;RGC499;RISARALDA;LA VIRGINIA;PARTICULAR
RHA000;RHD999;LA GUAJIRA;RIOHACHA;PARTICULAR
RIA000;RIB499;ANTIOQUIA;RIONEGRO;PARTICULAR
RIB500;RIG999;ANTIOQUIA;RIONEGRO;PARTICULAR
RIO000;RIS999;LA GUAJIRA;RIOHACHA;PARTICULAR
ROA000;ROC999;VALLE;ROLDANILLO;PARTICULAR
RSA000;RSA499;CALDAS;RIOSUCIO;PARTICULAR
SAA000;SAJ999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SAK000;SAO999;TOLIMA;ALVARADO;PUBLICO
SAP000;SAP999;CAUCA;POPAYAN;PUBLICO
SAQ000;SAU999;TOLIMA;ROVIRA;PUBLICO
SAV000;SAV999;NARIÑO;PUPIALES;PUBLICO
SAW000;SAZ999;ANTIOQUIA;SABANETA;PUBLICO
SBA000;SBJ999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SBK000;SBM999;ATLANTICO;PUERTO COLOM;PUBLICO
SBN000;SBO999;NARIÑO;INUES;PUBLICO
SBP000;SBS999;ATLANTICO;MALAMBO;PUBLICO
SBV000;SBY999;ATLANTICO;GALAPA;PUBLICO
SBZ000;SBZ999;NARINO;SAMANIEGO;PUBLICO
SCA000;SCJ999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SCK000;SCM999;TOLIMA;HONDA;PUBLICO
SCN000;SCQ999;VALLE;LA UNION;PUBLICO
SCR000;SCS999;NARIÑO;BUESACO;PUBLICO
SCT000;SCW999;NARINO;SANDONA;PUBLICO
SCY000;SCZ999;NARINO;TUMACO;PUBLICO
SDA000;SDJ999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SDK000;SDP999;NARINO;PASTO;PUBLICO
SDQ000;SDV999;ATLANTICO;SOLEDAD;PUBLICO
SDW000;SDZ999;CAUCA;S. QUILICHAO;PUBLICO
SEA000;SEJ999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SEK000;SES999;SUCRE;SINCELEJO;PUBLICO
SET000;SEX999;CAUCA;MIRANDA;PUBLICO
SEY000;SEZ999;NARIÑO;GUACHUCAL;PUBLICO
SFA000;SFE850;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SFE851;SFI999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SFJ000;SFJ999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SFK000;SHM999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SHN000;SHR999;CAUCA;PATIA(ELBOR;PUBLICO
SHS000;SHZ999;CAUCA;POPAYAN;PUBLICO
SIA000;SIC999;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SIT000;SIW999;MAGDALENA;CIENAGA;PUBLICO
SIX000;SJJ999;AMAZONAS;LETICIA;PUBLICO
SJK000;SJO999;MAGDALENA;ARACATACA;PUBLICO
SJR000;SJU999;RISARALDA;DOS QUEBRADA;PUBLICO
SJV000;SJZ999;TOLIMA;LIBANO;PUBLICO
SKA000;SKE500;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
SKE501;SKI999;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
SKJ001;SKJ999;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
SKK000;SKK500;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
SKK501;SKN999;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
SKO000;SKQ999;BOYACA;COMBITA;PUBLICO
SKR000;SKU999;ANTIOQUIA;LA CEJA;PUBLICO
SKV000;SKW999;BOYACA;NOBSA;PUBLICO
SKX000;SKZ999;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
SLK000;SLO999;SUCRE;SAMPUES;PUBLICO
SLP000;SLU999;ANTIOQUIA;LA ESTRELLA;PUBLICO
SLV000;SLZ999;TOLIMA;ESPINAL;PUBLICO
SMA000;SMB999;CUNDINAMARCA;FUSAGASUGA;PUBLICO
SMC000;SMC850;CUNDINAMARCA;UBATE;PUBLICO
SNA000;SNB999;CUNDINAMARCA;MOSQUERA;PUBLICO
SNC851;SND850;CUNDINAMARCA;UBATE;PUBLICO
SND851;SND999;CUNDINAMARCA;UBATE;PUBLICO
SNE000;SNI999;CUNDINAMARCA;SOACHA;PUBLICO
SNJ001;SNJ999;CUNDINAMARCA;MOSQUERA;PUBLICO
SNK000;SNZ999;ANTIOQUIA;SABANETA;PUBLICO
SOA000;SOF500;CUNDINAMARCA;SOACHA;PUBLICO
SOJ000;SOJ500;CUNDINAMARCA;SOACHA;PUBLICO
SOJ501;SOJ999;CUNDINAMARCA;SOACHA;PUBLICO
SOK000;SOM999;CUNDINAMARCA;UBATE;PUBLICO
SOT000;SOV999;BOYACA;SOATA;PUBLICO
SPA000;SPB999;ANTIOQUIA;SABANETA;PUBLICO
SQA000;SQB999;CUNDINAMARCA;CHIA;PUBLICO
SQJ001;SQJ650;CUNDINAMARCA;CHIA;PUBLICO
SQJ651;SQJ999;CUNDINAMARCA;CHIA;PUBLICO
SQK000;SQV999;CUNDINAMARCA;CHIA;PUBLICO
SRA000;SRC050;CUNDINAMARCA;FACATATIVA;PUBLICO
SRC051;SRF050;CUNDINAMARCA;FACATATIVA;PUBLICO
SRF051;SRI999;CUNDINAMARCA;FACATATIVA;PUBLICO
SRJ001;SRJ999;CUNDINAMARCA;FACATATIVA;PUBLICO
SRR000;SRW999;SANTANDER;PIEDECUESTA;PUBLICO
SRX000;SRZ999;SANTANDER;GIRON;PUBLICO
SSA000;SSD999;BOLIVAR;CLEMENCIA;PUBLICO
SSE000;SSG200;CUNDINAMARCA;GIRARDOT;PUBLICO
SSG201;SSI200;CUNDINAMARCA;GIRARDOT;PUBLICO
SUA000;SUB600;CUNDINAMARCA;FUSAGASUGA;PUBLICO
SUB601;SUD100;CUNDINAMARCA;FUSAGASUGA;PUBLICO
SUD101;SUI999;SANTANDER;GIRON;PUBLICO
SUJ001;SUJ999;CUNDINAMARCA;FUSAGASUGA;PUBLICO
SUK000;SUR999;CUNDINAMARCA;FUSAGASUGA;PUBLICO
SVA000;SVA300;CUNDINAMARCA;CAQUEZA;PUBLICO
SVA301;SVB600;CUNDINAMARCA;CAQUEZA;PUBLICO
SVE000;SVE570;CUNDINAMARCA;VILLETA;PUBLICO
SVE571;SVL999;CUNDINAMARCA;VILLETA;PUBLICO
SVT000;SVW999;MAGDALENA;PLATO;PUBLICO
SVX000;SVZ999;HUILA;TARQUI;PUBLICO
SWA000;SWD700;META;VILLAVICENCI;PUBLICO
SWD701;SWI700;META;VILLAVICENCI;PUBLICO
SWJ001;SWJ999;META;VILLAVICENCI;PUBLICO
SYA000;SYC550;CAUCA;POPAYAN;PUBLICO
SYC551;SYF050;CAUCA;POPAYAN;PUBLICO
SYJ001;SYJ999;CAUCA;POPAYAN;PUBLICO
SYK000;SYM999;CUNDINAMARCA;MOSQUERA;PUBLICO
SYN000;SYP999;CAQUETA;BELEN ANDAQU;PUBLICO
SYQ000;SYU999;CUNDINAMARCA;MOSQUERA;PUBLICO
SYV000;SYV999;NORTESANTAN;CUCUTA;PUBLICO
SYX000;SYZ999;INT DEL CAQU;EL PAUJIL;PUBLICO
TAA000;TAJ999;ANTIOQUIA;MEDELLIN;PUBLICO
TAK000;TAK100;CALDAS;ARANZAZU;PUBLICO
TBA000;TBJ999;ANTIOQUIA;MEDELLIN;PUBLICO
TBK000;TBN999;HUILA;PALERMO;PUBLICO
TBO000;TBR999;HUILA;CAMPOALEGRE;PUBLICO
TBS000;TBV999;HUILA;TIMANA;PUBLICO
TBW000;TBX999;BOLIVAR;ARJONA;PUBLICO
TCA000;TCB200;ANTIOQUIA;MEDELLIN;PUBLICO
TCB201;TDA200;ANTIOQUIA;MEDELLIN;PUBLICO
TDM000;TDR999;NARINO;TUQUERRES;PUBLICO
TEL000;TEN999;HUILA;BARAYA;PUBLICO
TET000;TEV999;CESAR;ROBLES (LA P;PUBLICO
TEW000;TEW999;CUNDINAMARCA;PACHO;PUBLICO
TEX000;TEZ999;CESAR;BOSCONIA;PUBLICO
TFK000;TFN999;META;GRANADA;PUBLICO
TFV000;TFZ999;META;ACACIAS;PUBLICO
TGM000;TGR999;CUNDINAMARCA;RICAURTE;PUBLICO
THE000;THE019;BOYACA;SOATA;PUBLICO
THE020;THE090;BOYACA;SOATA;PUBLICO
THI000;THI260;ANTIOQUIA;APARTADO;PUBLICO
THI261;THI560;ANTIOQUIA;APARTADO;PUBLICO
THK000;THO999;META;RESTREPO;PUBLICO
TIA000;TII900;ANTIOQUIA;MEDELLIN;PUBLICO
TIJ001;TIJ999;ANTIOQUIA;MEDELLIN;PUBLICO
TIK000;TIZ999;ANTIOQUIA;MEDELLIN;PUBLICO
TJA000;TJA999;QUINDIO;CIRCASIA;PUBLICO
TJB000;TJB999;QUINDIO;CIRCASIA;PUBLICO
TKA000;TKC200;ANTIOQUIA;ITAGUI;PUBLICO
TKC201;TKI200;ANTIOQUIA;ITAGUI;PUBLICO
TKJ001;TKJ999;ANTIOQUIA;ITAGUI;PUBLICO
TKK000;TKZ999;CAUCA;TIMBIO;PUBLICO
TMA000;TMD400;ANTIOQUIA;ENVIGADO;PUBLICO
TMD401;TMI999;ANTIOQUIA;ENVIGADO;PUBLICO
TMJ001;TMJ999;ANTIOQUIA;ENVIGADO;PUBLICO
TMK000;TMO400;ANTIOQUIA;ENVIGADO;PUBLICO
TMO401;TMT999;VALLE;JAMUNDI;PUBLICO
TNA000;TNB000;ANTIOQUIA;BELLO;PUBLICO
TNB001;TNE400;ANTIOQUIA;BELLO;PUBLICO
TNE401;TNF400;ANTIOQUIA;BOLIVAR;PUBLICO
TNJ001;TNJ999;ANTIOQUIA;BELLO;PUBLICO
TNK000;TNZ999;TOLIMA;IBAGUE;PUBLICO
TOA000;TOA850;ANTIOQUIA;RIONEGRO;PUBLICO
TOA851;TOB999;ANTIOQUIA;RIONEGRO;PUBLICO
TOC000;TOC092;ANTIOQUIA;TURBO;PUBLICO
TOC093;TOC300;ANTIOQUIA;RIONEGRO;PUBLICO
TOC301;TOC999;ANTIOQUIA;TURBO;PUBLICO
TOD000;TOD400;ANTIOQUIA;YARUMAL;PUBLICO
TOD401;TOD800;ANTIOQUIA;YARUMAL;PUBLICO
TOE000;TOE236;ANTIOQUIA;ANDES;PUBLICO
TOE237;TOE536;ANTIOQUIA;ANDES;PUBLICO
TOE537;TOI999;ANTIOQUIA;ANDES;PUBLICO
TOJ001;TOJ400;ANTIOQUIA;PUERTO BERRI;PUBLICO
TOJ401;TOJ900;ANTIOQUIA;PUERTO BERRI;PUBLICO
TOK000;TOO999;CHOCO;ISTMINA;PUBLICO
TOP000;TOT999;ANTIOQUIA;RIONEGRO;PUBLICO
TOU000;TOZ999;ANTIOQUIA;TURBO;PUBLICO
TPA000;TPJ999;ATLANTICO;BARRANQUILLA;PUBLICO
TPK000;TPN999;MUNIC.MEDELL;MUNIC.MEDELL;PARTICULAR
TQA000;TQG350;ATLANTICO;BARRANQUILLA;PUBLICO
TQG351;TQI999;ATLANTICO;BARRANQUILLA;PUBLICO
TQJ000;TQJ999;ATLANTICO;BARRANQUILLA;PUBLICO
TQK000;TRA999;ATLANTICO;BARRANQUILLA;PUBLICO
TRB000;TRZ999;ANTIOQUIA;BELLO;PUBLICO
TSA000;TSA999;BOYACA;MIRAFLORES;PUBLICO
TTA000;TTF999;BOLIVAR;CARTAGENA;PUBLICO
TTG000;TTG999;ANTIOQUIA;STA ROSAD O;PUBLICO
TTK000;TTK999;CUNDINAMARCA;MINISTERIO T;PUBLICO
TUQ000;TUZ999;BOLIVAR;TURBACO;PUBLICO
TVA001;TVZ999;BOLIVAR;TURBACO;PUBLICO
TWA000;TWZ999;BOYACA;PAIPA;PUBLICO
TXA000;TXZ999;VALLE;LA UNION;OFICIAL
TYA000;TYA100;CAUCA;MIRANDA;PUBLICO
UAA000;UAE800;BOLIVAR;CARTAGENA;PUBLICO
UAE801;UAI999;BOLIVAR;CARTAGENA;PUBLICO
UAJ001;UAJ999;BOLIVAR;CARTAGENA;PUBLICO
UAK000;UAM800;BOLIVAR;CARTAGENA;PUBLICO
UEE000;UEE550;BOLIVAR;MAGANGUE;PUBLICO
UEE551;UEF150;BOLIVAR;MAGANGUE;PUBLICO
UFB000;UFB550;BOLIVAR;MOMPOX;PUBLICO
UFB551;UFC150;BOLIVAR;MOMPOX;PUBLICO
UFE000;UFE025;CUNDINAMARCA;LA CALERA;PUBLICO
UFE026;UFF025;CUNDINAMARCA;LA CALERA;PUBLICO
UFF026;UFF350;PUTUMAYO;PUERTO ASIS;PUBLICO
UFF351;UFF750;PUTUMAYO;PUERTO ASIS;PUBLICO
UFG000;UFG500;VALLE;CAICEDONIA;PUBLICO
UFG501;UFH000;VALLE;CAICEDONIA;PUBLICO
UFJ001;UFJ070;BOLIVAR;CARMEN DEBO;PUBLICO
UFJ071;UFJ999;BOLIVAR;CARMEN DEBO;PUBLICO
UFK000;UFK999;BOLIVAR;CARMEN DEBO;PUBLICO
UFP000;UFZ999;CUNDINAMARCA;LA CALERA;PUBLICO
UGA000;UGD100;MAGDALENA;SANTA MARTA;PUBLICO
UGD101;UGH100;MAGDALENA;SANTA MARTA;PUBLICO
UGJ001;UGJ999;MAGDALENA;SANTA MARTA;PUBLICO
UIA000;UIG600;CORDOBA;MONTERIA;PUBLICO
UIG601;UII949;CORDOBA;MONTERIA;PUBLICO
UIJ001;UIJ999;CORDOBA;MONTERIA;PUBLICO
UIK000;UIP100;CORDOBA;MONTERIA;PUBLICO
UNA000;UNC050;SUCRE;SINCELEJO;PUBLICO
UNC051;UNF050;SUCRE;SINCELEJO;PUBLICO
UNJ001;UNJ999;SUCRE;SINCELEJO;PUBLICO
UPA000;UPA750;BOYACA;MONIQUIRA;PUBLICO
UPA751;UPC250;SUCRE;COROZAL;PUBLICO
UPG000;UPG026;BOYACA;MONIQUIRA;PUBLICO
UPG027;UPG126;BOYACA;MONIQUIRA;PUBLICO
UPI000;UPI020;ANTIOQUIA;CAUCASIA;PUBLICO
UPI021;UPI999;ANTIOQUIA;CAUCASIA;PUBLICO
UPJ000;UPJ099;ANTIOQUIA;CAUCASIA;PUBLICO
UPJ100;UPJ999;SUCRE;COROZAL;PUBLICO
UPK000;UPM999;ANTIOQUIA;CAUCASIA;PUBLICO
UPN000;UPN999;BOYACA;MONIQUIRA;PUBLICO
UQA000;UQF999;CORDOBA;MONTERIA;PUBLICO
UQG000;UQL999;CAUCA;POPAYAN;PUBLICO
UQM000;UQS999;MAGDALENA;SANTA MARTA;PUBLICO
UQT000;UQT999;BOYACA;TUNJA;PUBLICO
UQU000;UQW999;CHOCO;QUIBDO;PARTICULAR
UQX000;UQZ999;BOYACA;TUNJA;PUBLICO
URA000;URG050;NORTESANTAN;CUCUTA;PUBLICO
URG051;URI999;NORTESANTAN;CUCUTA;PUBLICO
URJ001;URJ999;NORTESANTAN;CUCUTA;PUBLICO
URK000;URO050;NORTESANTAN;CUCUTA;PUBLICO
UTT000;UTZ999;META;VILLAVICENCI;PUBLICO
UUA000;UUA320;NORTESANTAN;OCANA;PUBLICO
UUA321;UUB620;NORTESANTAN;OCANA;PUBLICO
UUJ001;UUJ999;NORTESANTAN;OCANA;PUBLICO
UVA000;UVA246;NORTESANTAN;CONVENCION;PUBLICO
UVE000;UVF500;NORTESANTAN;PAMPLONA;PUBLICO
UVF501;UVH000;NORTESANTAN;PAMPLONA;PUBLICO
UVJ001;UVJ246;NORTESANTAN;CONVENCION;PUBLICO
UVJ247;UVJ999;NORTESANTAN;CONVENCION;PUBLICO
UVK000;UVM999;CASANARE;YOPAL;PUBLICO
UVN000;UVX999;ATLANTICO;BARRANQUILLA;PUBLICO
UVY000;UVZ999;ATLANTICO;BARRANQUILLA;PUBLICO
UWA000;UWD800;CESAR;VALLEDUPAR;PUBLICO
UWD801;UWH300;CESAR;VALLEDUPAR;PUBLICO
UWJ001;UWJ999;CESAR;VALLEDUPAR;PUBLICO
UWO000;UWS999;CESAR;VALLEDUPAR;PUBLICO
UYA000;UYA400;CESAR;AGUACHICA;PUBLICO
UYG000;UYG419;CASANARE;YOPAL;PUBLICO
UYG420;UYG819;CASANARE;YOPAL;PUBLICO
UYJ001;UYJ700;CESAR;AGUACHICA;PUBLICO
UYJ701;UYJ999;CESAR;AGUACHICA;PUBLICO
UYK000;UYL999;CASANARE;YOPAL;PUBLICO
UYM000;UYZ999;ATLANTICO;BARRANQUILLA;PUBLICO
UZA000;UZA300;LA GUAJIRA;RIOHACHA;PUBLICO
UZA301;UZB300;LA GUAJIRA;RIOHACHA;PUBLICO
UZJ001;UZJ999;LA GUAJIRA;RIOHACHA;PUBLICO
UZK000;UZM999;BOYACA;SABOYA;PUBLICO
UZN000;UZP999;SANTANDER;VELEZ;PUBLICO
VAA000;VAJ999;VALLE;CALI;PUBLICO
VAL000;VAW999;CESAR;VALLEDUPAR;PARTICULAR
VBB000;VBI999;VALLE;CALI;PUBLICO
VBJ000;VBJ650;VALLE;CALI;PUBLICO
VBK000;VBV999;VALLE;CALI;PUBLICO
VBW000;VBZ999;VALLE;CALI;PUBLICO
VCA000;VCZ999;VALLE;CALI;PUBLICO
VIK000;VIR999;CALDAS;VILLAMARIA;PUBLICO
VIV000;VIY999;NORTESANTAN;VILLA ROSARI;PUBLICO
VIZ000;VIZ999;QUINDIO;ARMENIA;PUBLICO
VJA000;VJJ999;VALLE;CALI;PUBLICO
VJK000;VJO999;CORDOBA;PLANETA RICA;PUBLICO
VKE000;VKF100;VALLE;BUENAVENTURA;PUBLICO
VKF101;VKG999;VALLE;BUENAVENTURA;PUBLICO
VKH000;VKH999;QUINDIO;ARMENIA;PUBLICO
VKJ001;VKJ430;CAUCA;PUERTO TEJAD;PUBLICO
VKJ431;VKK999;CAUCA;PUERTO TEJAD;PUBLICO
VKL000;VKP999;VALLE;BUENAVENTURA;PUBLICO
VLA000;VLF550;VALLE;CARTAGO;PUBLICO
VLF551;VLI049;VALLE;CARTAGO;PUBLICO
VLI050;VLJ999;ANTIOQUIA;URRAO;PUBLICO
VLK000;VLM500;VALLE;CARTAGO;PUBLICO
VMA651;VMC650;VALLE;BUGA;PUBLICO
VMJ001;VMJ999;VALLE;BUGA;PUBLICO
VMT000;VMU999;VALLE;CANDELARIA;PUBLICO
VMV000;VMZ999;VALLE;BUENAVENTURA;PUBLICO
VNA000;VNA600;VALLE;TULUA;PUBLICO
VNA601;VNC100;VALLE;TULUA;PUBLICO
VNJ001;VNJ999;VALLE;TULUA;PUBLICO
VOE000;VOF250;VALLE;SEVILLA;PUBLICO
VOF251;VOF750;VALLE;CALI;PUBLICO
VOF751;VOH250;VALLE;SEVILLA;PUBLICO
VOJ000;VOJ630;VALLE;ROLDANILLO;PUBLICO
VOJ631;VOJ999;VALLE;ROLDANILLO;PUBLICO
VOV000;VOW999;VALLE;FLORIDA;PUBLICO
VPA000;VPC000;VALLE;PALMIRA;PUBLICO
VPC301;VPF300;VALLE;PALMIRA;PUBLICO
VPJ001;VPJ999;VALLE;PALMIRA;PUBLICO
VQA000;VQZ999;VALLE;PALMIRA;PUBLICO
VSA000;VSI100;NARINO;LA MACARENA;PUBLICO
VSI101;VSI999;NARINO;PASTO;PUBLICO
VSJ001;VSJ999;NARINO;PASTO;PUBLICO
VSK000;VSR100;NARINO;PASTO;PUBLICO
VXA000;VXE200;HUILA;NEIVA;PUBLICO
VXE201;VXJ200;HUILA;NEIVA;PUBLICO
VXJ201;VXJ999;HUILA;NEIVA;PUBLICO
VXK000;VYZ999;VALLE;ROLDANILLO;PUBLICO
VZA000;VZA830;HUILA;GARZON;PUBLICO
VZA831;VZC330;HUILA;GARZON;PUBLICO
VZE000;VZE512;HUILA;PITALITO;PUBLICO
VZE513;VZF012;HUILA;PITALITO;PUBLICO
VZF013;VZG999;HUILA;PITALITO;PUBLICO
VZH000;VZH340;VALLE;ZARZAL;PUBLICO
VZH341;VZH740;VALLE;ZARZAL;PUBLICO
VZI000;VZJ999;VALLE;ZARZAL;PUBLICO
VZK000;VZQ999;HUILA;PITALITO;PUBLICO
VZR000;VZR700;RISARALDA;DOS QUEBRADA;PUBLICO
WAA000;WAD500;CALDAS;MANIZALES;PUBLICO
WAD501;WAI500;CALDAS;MANIZALES;PUBLICO
WAJ001;WAJ999;CALDAS;MANIZALES;PUBLICO
WBA000;WBA500;CALDAS;MANIZALES;PUBLICO
WBA501;WBC700;CALDAS;MANIZALES;PUBLICO
WBD000;WBH999;CALDAS;MANIZALES;PUBLICO
WBJ001;WBJ999;CALDAS;MANIZALES;PUBLICO
WDA000;WDA450;CALDAS;LA DORADA;PUBLICO
WDA451;WDB850;CALDAS;LA DORADA;PUBLICO
WDJ000;WDJ999;CALDAS;LA DORADA;PUBLICO
WEA000;WEA524;CALDAS;ANSERMA;PUBLICO
WED600;WEF200;CALDAS;CHINCHINA;PUBLICO
WEF201;WEG700;CALDAS;CHINCHINA;PUBLICO
WEJ001;WEJ724;CALDAS;ANSERMA;PUBLICO
WEJ725;WEJ999;CALDAS;ANSERMA;PUBLICO
WFA000;WFA366;CALDAS;RIOSUCIO;PUBLICO
WFE000;WFE900;CALDAS;SALAMINA;PUBLICO
WFE901;WFF900;CALDAS;SALAMINA;PUBLICO
WFJ001;WFJ666;CALDAS;RIOSUCIO;PUBLICO
WFJ667;WFJ999;CALDAS;RIOSUCIO;PUBLICO
WGC000;WGC141;CALDAS;AGUADAS;PUBLICO
WGC142;WGC341;CALDAS;AGUADAS;PUBLICO
WGJ001;WGJ400;CALDAS;MANZANARES;PUBLICO
WGJ401;WGJ800;CALDAS;MANZANARES;PUBLICO
WHA000;WHE400;RISARALDA;PEREIRA;PUBLICO
WHE401;WHI999;RISARALDA;PEREIRA;PUBLICO
WHJ000;WHJ999;RISARALDA;PEREIRA;PUBLICO
WHK000;WHK900;RISARALDA;PEREIRA;PUBLICO
WLA000;WLA925;RISARALDA;ST ROSA DCA;PUBLICO
WLA926;WLC425;RISARALDA;ST ROSA DCA;PUBLICO
WLJ001;WLJ999;RISARALDA;ST ROSA DCA;PUBLICO
WMA000;WMA600;RISARALDA;LA VIRGINIA;PUBLICO
WMA601;WMC100;RISARALDA;LA VIRGINIA;PUBLICO
WMJ001;WMJ999;RISARALDA;LA VIRGINIA;PUBLICO
WNA000;WND343;QUINDIO;ARMENIA;PUBLICO
WND344;WNH343;QUINDIO;ARMENIA;PUBLICO
WNH344;WNJ000;QUINDIO;ARMENIA;PUBLICO
WNJ001;WNJ999;QUINDIO;ARMENIA;PUBLICO
WRA000;WRC500;QUINDIO;CALARCA;PUBLICO
WRC501;WRF500;QUINDIO;CALARCA;PUBLICO
WRJ001;WRJ999;QUINDIO;CALARCA;PUBLICO
WSJ001;WSJ500;QUINDIO;QUIMBAYA;PUBLICO
WSJ501;WSJ999;QUINDIO;QUIMBAYA;PUBLICO
WTA000;WTF100;TOLIMA;IBAGUE;PUBLICO
WTF101;WTI999;TOLIMA;IBAGUE;PUBLICO
WTJ001;WTJ999;TOLIMA;IBAGUE;PUBLICO
WTK000;WTM100;TOLIMA;IBAGUE;PUBLICO
WWA000;WWA000;TOLIMA;LERIDA;PUBLICO
